"feature","cluster"
"X64636_643.345_8.363_NA","cluster1"
"X73503_325.2_9.562_NA","cluster1"
"X32669_281.174_4.909_NA","cluster1"
"X70950_358.222_9.239_NA","cluster1"
"X62568_327.18_7.904_NA","cluster1"
"X70166_363.179_9.202_NA","cluster1"
"X72866_358.222_9.527_NA","cluster1"
"X66746_327.18_8.67_NA","cluster1"
"X70394_269.174_9.239_NA;Spectral Match to Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- from NIST14","cluster1"
"X66679_333.168_8.659_NA","cluster1"
"X66735_349.164_8.671_NA","cluster1"
"X66595_225.148_8.646_NA;NCGC00385934-01_C15H20O3_Bisoxireno[4,5:8,9]cyclodeca[1,2-b]furan, 1a,2,6,6a,7a,8,9,9a-octahydro-1a,5,7a-trimethyl-","cluster1"
"X81428_294.178_10.405_NA","cluster1"
"X49111_169.086_6.422_NA","cluster1"
"X70903_181.122_9.296_NA","cluster1"
"X80620_265.179_10.25_NA;Spectral Match to Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- from NIST14","cluster1"
"X68521_255.159_8.895_NA","cluster1"
"X78594_295.19_10.172_NA","cluster1"
"X66258_551.246_8.597_NA","cluster1"
"X72175_253.107_9.448_NA","cluster1"
"X71570_209.117_9.385_NA","cluster1"
"X71571_255.123_9.383_NA","cluster1"
"X77264_269.138_10.01_NA;""2-methoxy-1-(2,4,6-trihydroxyphenyl)ethan-1-one CollisionEnergy:205060""","cluster1"
"X71569_333.168_9.398_NA","cluster1"
"X69914_191.106_9.171_NA","cluster1"
"X62631_411.237_8.122_NA","cluster1"
"X82855_622.395_10.593_NA","cluster1"
"X85444_556.364_10.774_NA","cluster1"
"X77361_209.117_10.02_NA","cluster1"
"X76069_325.2_10.038_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:205060","cluster1"
"X77432_347.183_10.028_NA","cluster1"
"X77383_237.112_10.022_NA","cluster1"
"X72162_519.257_9.444_NA","cluster1"
"X72626_514.301_9.484_NA","cluster1"
"X71758_405.19_9.397_NA","cluster1"
"X71988_383.206_9.411_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:205060","cluster1"
"X71809_400.233_9.401_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040","cluster1"
"X69170_341.196_9.187_NA","cluster1"
"X80510_209.117_10.354_NA","cluster1"
"X80503_238.115_10.357_NA","cluster1"
"X83004_277.179_10.65_NA;Octinoxate","cluster1"
"X82871_293.174_10.64_NA;dihydroauroglaucin","cluster1"
"X73178_295.19_9.563_Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one","cluster1"
"X73482_299.185_9.595_NA","cluster1"
"X78186_277.179_9.96_NA","cluster1"
"X80892_277.179_10.355_NA;Octinoxate","cluster1"
"X80494_262.143_10.345_NA","cluster1"
"X80449_318.206_10.342_NA","cluster1"
"X78227_221.117_10.054_NA","cluster1"
"X73020_293.174_9.517_NA;dihydroauroglaucin","cluster1"
"X78625_311.185_10.115_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:205060","cluster1"
"X79204_281.174_10.086_NA","cluster1"
"X82989_295.19_10.654_NA","cluster1"
"X64682_293.174_8.29_NA","cluster1"
"X80874_516.332_10.484_NA","cluster1"
"X56802_327.18_7.347_NA","cluster1"
"X67710_277.179_8.823_NA;Octinoxate","cluster1"
"X82766_255.123_10.624_NA","cluster1"
"X82764_209.117_10.628_NA","cluster1"
"X82797_237.112_10.633_NA","cluster1"
"X92576_311.185_13.406_NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040","cluster1"
"X69426_330.158_9.108_NA","cluster1"
"X81570_605.367_10.489_NA","cluster1"
"X64690_225.148_8.37_NA","cluster1"
"X80458_237.112_10.353_NA","cluster1"
"X14505_222.112_3.256_NA","cluster1"
"X85943_497.325_11.036_NA","cluster1"
"X67308_285.29_8.761_NA","cluster1"
"X84748_363.31_10.856_NA;Massbank:LU122303 2-Ethylhexyl diphenyl phosphate","cluster1"
"X84811_429.318_10.866_NA","cluster1"
"X84646_385.292_10.841_NA;Lagochilin","cluster1"
"X84469_407.336_10.816_NA","cluster1"
"X84291_473.345_10.765_NA","cluster1"
"X84176_517.371_10.787_NA","cluster1"
"X54604_315.264_7.052_NA","cluster1"
"X63961_345.275_8.265_NA","cluster1"
"X68918_381.272_9.021_NA","cluster1"
"X68938_359.29_9.027_NA","cluster1"
"X75734_387.322_9.852_NA","cluster1"
"X85850_425.366_11_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster1"
"X89481_856.607_11.931_NA","cluster1"
"X83701_663.335_10.735_NA","cluster1"
"X83446_619.309_10.706_NA","cluster1"
"X82498_504.319_10.595_NA;Spectral Match to Nonaethylene glycol from NIST14","cluster1"
"X81811_460.293_10.518_NA","cluster1"
"X82980_548.345_10.651_NA;Spectral Match to Decaethylene glycol from NIST14","cluster1"
"X89818_488.325_12.118_NA","cluster1"
"X90129_532.351_12.221_NA","cluster1"
"X65960_608.413_8.542_NA","cluster1"
"X87710_614.142_11.401_NA","cluster1"
"X47833_368.206_6.358_NA","cluster1"
"X89240_759.221_11.965_Azadirachtin;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid","cluster1"
"X90052_761.222_12.225_NA;3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","cluster1"
"X89281_758.221_11.945_Contaminants septum vial Thermo C4000-53 and C4000-54 serie","cluster1"
"X43713_438.211_5.86_NA","cluster1"
"X74443_269.174_9.707_NA","cluster1"
"X75579_219.138_9.831_NA","cluster1"
"X47826_412.196_6.18_NA","cluster1"
"X43593_454.206_5.849_NA","cluster1"
"X79773_235.169_10.259_NA","cluster1"
"X80915_249.185_10.267_NA","cluster1"
"X75376_239.128_9.813_NA","cluster1"
"X72475_281.174_9.642_NA","cluster1"
"X74171_251.164_9.681_Spectral Match to Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy- from NIST14","cluster1"
"X80876_295.19_10.4_NA","cluster1"
"X68752_209.153_8.992_NA","cluster1"
"X79955_175.112_10.299_NA","cluster1"
"X80038_203.106_10.312_NA","cluster1"
"X80033_161.096_10.313_Spectral Match to Pinolenic acid from NIST14;Massbank:LU096701 4-Methylumbelliferone|7-hydroxy-4-methylchromen-2-one","cluster1"
"X80333_221.117_10.319_NA","cluster1"
"X79841_165.055_10.284_NA","cluster1"
"X75882_237.148_9.857_NA","cluster1"
"X74824_243.159_9.747_NA","cluster1"
"X88259_511.341_11.596_NA","cluster1"
"X89790_756.491_12.197_NA;SQDG(16:0/14:0); [M+NH4]+ C39H78N1O12S1","cluster1"
"X85761_806.508_10.948_NA;SQDG(18:1/18:3); [M+NH4]+ C45H82N1O12S1","cluster1"
"X90976_330.242_12.523_NA","cluster1"
"X88290_756.491_11.734_NA;SQDG(16:0/14:0); [M+NH4]+ C39H78N1O12S1","cluster1"
"X91426_761.447_12.771_NA;2-[4-[4-[3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-2,6-dihydroxyphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol","cluster1"
"X91401_756.492_12.738_NA;SQDG(16:0/14:0); [M+NH4]+ C39H78N1O12S1","cluster1"
"X73886_277.179_9.641_NA;Octinoxate","cluster1"
"X7492_278.138_2.542_NA","cluster1"
"X81039_219.174_10.508_Spectral Match to Curcumol from NIST14","cluster1"
"X78606_399.358_10.16_NA;Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium","cluster1"
"X6913_228.159_2.364_NA","cluster1"
"X26474_294.133_4.386_NA","cluster1"
"X62017_241.143_7.953_NA","cluster1"
"X66122_303.158_8.68_NA","cluster1"
"X52539_242.175_6.803_NA","cluster1"
"X75746_475.341_9.855_NA","cluster1"
"X80471_341.247_10.357_NA","cluster1"
"X75601_493.352_9.845_NA","cluster1"
"X54265_225.148_7.004_NA","cluster1"
"X53263_414.248_6.883_NA","cluster1"
"X69857_289.179_9.357_NA","cluster1"
"X3729_202.107_1.819_NA","cluster1"
"X2786_232.118_1.213_NA;Spectral Match to N-Acetyl-D-glucosamine from NIST14","cluster1"
"X2334_245.1_1.068_NA","cluster1"
"X2110_218.102_0.928_NA;Spectral Match to N-Acetyl-D-glucosamine from NIST14","cluster1"
"X2031_188.092_0.928_NA","cluster1"
"X2717_218.102_1.226_NA;N-ACETYL-MANNOSAMINE","cluster1"
"X76489_530.259_9.929_NA","cluster1"
"X87489_644.392_11.361_NA","cluster1"
"X82592_536.379_10.599_NA;NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-","cluster1"
"X1988_226.128_0.901_NA","cluster1"
"X65146_225.031_8.433_NA","cluster1"
"X55382_612.354_7.153_NA","cluster1"
"X82580_317.211_10.622_NA","cluster1"
"X86445_792.595_11.103_NA","cluster1"
"X85176_679.511_10.903_NA","cluster1"
"X78225_622.29_10.118_NA","cluster1"
"X45940_207.138_6.062_NA;HUMULENE (alpha)","cluster1"
"X84600_273.184_10.827_NA","cluster1"
"X9743_287.131_2.761_NA","cluster1"
"X1758_262.144_0.869_NA","cluster1"
"X86151_405.278_11.053_NA","cluster1"
"X3092_184.133_1.435_NA","cluster1"
"X1603_245.099_0.865_NA","cluster1"
"X1906_231.084_0.874_NA","cluster1"
"X1691_242.1_0.898_NA","cluster1"
"X463_187.058_0.633_NA","cluster1"
"X1720_187.058_0.848_NA","cluster1"
"X1575_201.073_0.865_NA","cluster1"
"X1716_363.127_0.865_NA","cluster1"
"X1700_319.1_0.854_NA","cluster1"
"X70657_560.158_9.266_NA","cluster1"
"X1658_217.068_0.843_NA","cluster1"
"X12233_320.149_3.086_NA","cluster1"
"X71097_416.139_9.396_NA","cluster1"
"X73623_468.11_9.515_NA;Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","cluster1"
"X73669_470.107_9.519_NA","cluster1"
"X75605_528.389_9.841_NA","cluster1"
"X66711_339.135_8.668_NA","cluster1"
"X66710_356.162_8.668_NA","cluster1"
"X71192_375.112_9.337_NA","cluster1"
"X1599_173.042_0.816_NA","cluster1"
"X75157_490.256_9.775_NA","cluster1"
"X48075_240.159_6.25_NA","cluster1"
"X54927_675.421_7.141_NA","cluster1"
"X58950_332.222_7.595_NA","cluster1"
"X67788_350.23_8.814_NA","cluster1"
"X73008_443.3_9.54_NA","cluster1"
"X73243_515.321_9.569_NA","cluster1"
"X57379_434.149_7.396_NA","cluster1"
"X6923_287.131_2.463_NA","cluster1"
"X79182_480.306_10.211_NA","cluster1"
"X60325_560.335_7.781_NA","cluster1"
"X64305_345.181_8.313_NA","cluster1"
"X43963_514.352_5.874_NA","cluster1"
"X48367_379.259_6.333_NA","cluster1"
"X54618_490.316_7.051_NA","cluster1"
"X51748_426.239_6.713_NA","cluster1"
"X48273_426.239_6.325_NA","cluster1"
"X47359_365.219_6.284_NA","cluster1"
"X46671_424.223_6.147_NA","cluster1"
"X39349_359.233_5.476_NA","cluster1"
"X42234_433.306_5.724_NA","cluster1"
"X51908_729.432_6.783_NA","cluster1"
"X21661_285.152_3.977_NA","cluster1"
"X49945_729.432_6.507_NA","cluster1"
"X50054_365.219_6.513_NA","cluster1"
"X76704_616.361_9.96_NA","cluster1"
"X71094_418.136_9.371_NA","cluster1"
"X46039_729.432_5.904_NA","cluster1"
"X73634_318.206_9.61_NA","cluster1"
"X82937_267.174_10.646_NA","cluster1"
"X84725_287.2_10.859_NA","cluster1"
"X2365_184.133_1.122_NA","cluster1"
"X59682_219.138_7.688_NA;Spectral Match to Perillaldehyde from NIST14","cluster1"
"X81172_255.174_10.535_NA","cluster1"
"X83191_271.169_10.675_NA","cluster1"
"X2322_202.107_1_NA","cluster1"
"X2571_170.081_0.982_NA","cluster1"
"X44771_312.151_5.945_NA","cluster1"
"X68077_221.153_8.858_NA","cluster1"
"X60559_189.127_7.809_NA;Spectral Match to Jasmine lactone from NIST14","cluster1"
"X69902_362.232_9.173_NA","cluster1"
"X51057_693.41_6.636_NA","cluster1"
"X66835_518.348_8.692_NA","cluster1"
"X56933_693.411_7.338_NA","cluster1"
"X76149_191.143_9.89_NA","cluster1"
"X27918_344.085_4.513_NA","cluster1"
"X27890_346.083_4.512_NA","cluster1"
"X69513_191.143_9.119_NA;Spectral Match to Sumaresinolic acid from NIST14","cluster1"
"X10381_243.141_2.882_NA","cluster1"
"X67458_329.251_8.777_NA","cluster1"
"X45062_711.42_5.952_NA","cluster1"
"X2113_170.118_0.883_NA","cluster1"
"X51149_434.149_6.65_NA","cluster1"
"X65907_180.138_8.549_NA","cluster1"
"X26539_344.068_4.391_NA","cluster1"
"X26551_342.07_4.392_NA","cluster1"
"X42670_164.107_5.901_NA","cluster1"
"X19113_381.238_3.737_NA","cluster1"
"X74083_246.185_9.665_NA;Dehydroabietamide","cluster1"
"X40242_236.128_5.56_NA","cluster1"
"X20437_184.097_3.935_NA","cluster1"
"X49679_300.18_6.48_NA","cluster1"
"X51967_300.18_6.734_NA","cluster1"
"X60254_205.122_7.766_NA","cluster1"
"X61876_328.248_7.922_NA","cluster1"
"X59505_237.148_7.651_NA;Massbank:NA001281 Pterosin A|(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one","cluster1"
"X61347_207.138_7.849_NA","cluster1"
"X56046_592.384_7.226_NA","cluster1"
"X76135_227.143_9.892_NA","cluster1"
"X90068_790.563_12.15_NA","cluster1"
"X89997_720.511_12.136_NA;SQDG(16:0/14:0); [M+NH4]+ C39H78N1O12S1","cluster1"
"X89671_706.495_12.136_NA;DG(20:4_18:0)","cluster1"
"X89855_749.536_12.15_NA","cluster1"
"X89884_793.527_12.146_NA","cluster1"
"X89468_747.522_12.14_NA","cluster1"
"X41774_424.223_5.66_NA","cluster1"
"X49675_508.327_6.481_NA","cluster1"
"X44265_372.253_5.903_NA","cluster1"
"X50553_408.229_6.576_NA","cluster1"
"X64102_668.436_8.288_NA","cluster1"
"X66692_554.405_8.665_NA","cluster1"
"X2963_234.112_1.338_NA","cluster1"
"X45414_408.229_6.201_NA","cluster1"
"X45977_340.212_6.176_NA","cluster1"
"X53304_519.379_6.889_NA","cluster1"
"X64910_554.405_8.4_NA","cluster1"
"X52277_571.337_6.768_NA","cluster1"
"X47979_729.431_6.288_NA","cluster1"
"X42779_410.29_5.771_NA","cluster1"
"X46173_315.198_6.09_NA","cluster1"
"X47297_426.248_6.042_NA","cluster1"
"X48490_380.243_6.35_NA","cluster1"
"X52909_571.251_6.843_NA","cluster1"
"X52882_569.255_6.842_NA","cluster1"
"X17553_254.175_3.605_NA","cluster1"
"X24962_315.183_4.264_NA","cluster1"
"X26489_256.19_4.367_NA","cluster1"
"X23969_252.123_4.018_NA","cluster1"
"X60626_319.118_7.812_NA","cluster1"
"X33587_382.199_4.857_NA","cluster1"
"X22746_238.107_4.073_NA","cluster1"
"X42439_522.955_5.74_NA","cluster1"
"X42468_520.958_5.743_NA","cluster1"
"X42458_518.96_5.742_NA","cluster1"
"X59705_425.17_7.693_NA","cluster1"
"X39986_164.107_5.539_NA","cluster1"
"X1684_206.118_0.854_NA","cluster1"
"X739_234.113_0.641_NA","cluster1"
"X55804_352.284_7.211_NA","cluster1"
"X8869_453.195_2.722_NA","cluster1"
"X15140_226.18_3.379_NA","cluster1"
"X45546_448.232_6.026_NA","cluster1"
"X53899_576.389_6.96_NA","cluster1"
"X67677_477.204_8.812_NA","cluster1"
"X22969_240.196_4.002_NA","cluster1"
"X89953_763.516_12.15_NA","cluster1"
"X54270_571.338_7.005_NA","cluster1"
"X51221_437.15_6.642_NA","cluster1"
"X80742_416.139_10.387_NA","cluster1"
"X69525_434.149_9.116_NA","cluster1"
"X69343_416.139_9.095_NA","cluster1"
"X66895_434.149_8.699_NA","cluster1"
"X67098_456.131_8.729_NA","cluster1"
"X69268_456.131_9.105_NA","cluster1"
"X57429_474.142_7.403_NA","cluster1"
"X60946_430.199_7.857_NA","cluster1"
"X66918_380.162_8.701_NA","cluster1"
"X52025_452.16_6.739_NA","cluster1"
"X53481_434.149_6.911_NA","cluster1"
"X71265_444.215_9.346_NA","cluster1"
"X24871_223.094_4.254_NA","cluster1"
"X16249_296.16_3.535_NA","cluster1"
"X2787_220.133_1.126_NA","cluster1"
"X90646_716.529_12.404_MGDG (14:1/16:1);MGDG (14:0/18:3)","cluster1"
"X70608_568.42_9.269_NA","cluster1"
"X70601_452.093_9.26_NA","cluster1"
"X70593_308.162_9.26_NA","cluster1"
"X65360_463.246_8.464_NA","cluster1"
"X77132_303.253_10.001_NA;Gly-C14:0","cluster1"
"X41468_406.214_5.437_NA","cluster1"
"X23504_219.076_4.139_NA","cluster1"
"X73330_497.311_9.587_NA","cluster1"
"X74190_425.289_9.587_NA","cluster1"
"X9218_174.055_2.758_NA","cluster1"
"X23476_257.102_4.111_NA;Massbank:AC000136 Frequentin|Frequentine|6-[(1E,3E)-hepta-1,3-dienyl]-3,4-dihydroxy-2-oxocyclohexane-1-carbaldehyde","cluster1"
"X1605_203.053_0.821_NA","cluster1"
"X81515_535.363_10.481_NA","cluster1"
"X81503_570.4_10.479_NA","cluster1"
"X28042_346.222_4.562_NA","cluster1"
"X92362_330.242_13.074_NA","cluster1"
"X19154_306.206_3.812_NA","cluster1"
"X23484_266.175_4.159_NA","cluster1"
"X11615_212.164_2.861_NA","cluster1"
"X26296_345.071_4.384_NA","cluster1"
"X73217_582.436_9.575_NA","cluster1"
"X74718_594.473_9.74_NA","cluster1"
"X75205_596.452_9.796_NA","cluster1"
"X67256_398.305_8.758_NA","cluster1"
"X58333_404.258_7.525_NA","cluster1"
"X72860_504.368_9.532_NA","cluster1"
"X19466_348.18_3.766_NA","cluster1"
"X56650_490.316_7.303_NA","cluster1"
"X56870_527.348_7.332_NA","cluster1"
"X58715_585.426_7.56_NA","cluster1"
"X31848_243.172_4.869_NA","cluster1"
"X32345_485.337_4.893_NA","cluster1"
"X65089_482.326_8.427_NA","cluster1"
"X72210_698.448_9.463_NA","cluster1"
"X70097_576.389_9.198_NA","cluster1"
"X28554_364.248_4.513_NA","cluster1"
"X24228_285.152_4.19_NA","cluster1"
"X44781_337.183_5.953_NA","cluster1"
"X48018_328.227_6.066_NA","cluster1"
"X68020_397.203_8.948_NA;Telocinobufagin","cluster1"
"X63751_332.222_8.231_NA","cluster1"
"X88239_517.259_11.613_NA","cluster1"
"X53455_336.18_6.908_NA;Massbank:FIO00837 Cycloheximide","cluster1"
"X67686_328.248_8.814_NA","cluster1"
"X62216_346.204_8.025_NA","cluster1"
"X17974_329.142_3.55_NA","cluster1"
"X16755_285.152_3.534_NA","cluster1"
"X53189_332.185_6.88_NA","cluster1"
"X29127_344.068_4.601_NA","cluster1"
"X77076_239.164_9.987_NA;(3aR)-(+)-Sclareolide CollisionEnergy:102040","cluster1"
"X61794_577.384_7.966_NA","cluster1"
"X18593_236.164_3.883_NA","cluster1"
"X54942_386.269_6.98_NA","cluster1"
"X53186_527.348_6.868_NA","cluster1"
"X54800_527.347_7.075_NA","cluster1"
"X46922_330.242_6.277_NA","cluster1"
"X52049_388.284_6.741_NA","cluster1"
"X49664_388.284_6.479_NA","cluster1"
"X57396_629.416_7.401_NA","cluster1"
"X69800_668.436_9.162_NA","cluster1"
"X70330_468.176_9.229_NA","cluster1"
"X50103_402.264_6.548_NA","cluster1"
"X48770_506.311_6.379_NA","cluster1"
"X48453_386.269_6.438_NA","cluster1"
"X38327_302.211_5.271_NA","cluster1"
"X35502_346.237_5.305_NA","cluster1"
"X25151_308.221_4.303_NA","cluster1"
"X26899_380.243_4.42_NA","cluster1"
"X47530_711.421_6.5_NA","cluster1"
"X72172_249.148_9.534_NA","cluster1"
"X66545_211.133_8.639_NA;""3-(2,2-dimethyl(2H-3,4,5,6-tetrahydropyran-4-yl))-3-(4-methylphenyl)propanoic acid CollisionEnergy:102040""","cluster1"
"X56646_378.227_7.3_NA","cluster1"
"X16097_314.232_3.47_NA","cluster1"
"X42651_426.248_5.755_NA","cluster1"
"X27451_298.201_4.471_NA","cluster1"
"X17513_351.118_3.723_NA","cluster1"
"X270_379.122_0.621_NA","cluster1"
"X1643_379.122_0.843_NA","cluster1"
"X70616_550.33_9.238_NA","cluster1"
"X258_305.085_0.615_NA","cluster1"
"X1644_335.095_0.837_NA","cluster1"
"X1649_244.079_0.841_NA","cluster1"
"X367_228.084_0.626_NA","cluster1"
"X228_192.123_0.605_NA","cluster1"
"X87427_419.294_11.308_NA","cluster1"
"X61204_345.262_7.879_NA","cluster1"
"X6130_198.149_2.331_NA","cluster1"
"X14196_438.197_3.295_NA","cluster1"
"X91200_708.511_12.659_NA;Sarmentoside B","cluster1"
"X6661_261.152_2.422_NA","cluster1"
"X89692_694.495_12.163_NA;DG(20:4_18:0)","cluster1"
"X89841_663.453_12.143_NA;DG(20:4_18:0)","cluster1"
"X89892_680.479_12.144_NA;DG(20:4_18:0)","cluster1"
"X89719_708.51_12.144_NA;Sarmentoside B","cluster1"
"X89666_683.489_12.136_NA","cluster1"
"X90710_326.378_12.468_NA","cluster1"
"X1727_215.089_0.828_NA","cluster1"
"X91767_330.242_12.806_NA","cluster1"
"X66869_496.342_8.703_NA","cluster1"
"X46558_302.175_6.129_NA","cluster1"
"X89094_284.331_11.792_NA","cluster1"
"X86303_851.251_11.082_NA;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","cluster1"
"X44374_221.117_5.91_NA","cluster1"
"X70679_339.195_9.266_NA","cluster1"
"X79326_1040.614_10.24_NA","cluster1"
"X59476_517.332_7.661_TAUROURSODEOXYCHOLIC ACID","cluster1"
"X52589_533.326_6.806_TAUROCHOLIC ACID","cluster1"
"X64122_241.143_8.254_NA;B20A07","cluster1"
"X62011_219.138_7.933_NA;Massbank:FIO00838 Cycloheximide","cluster1"
"X90843_704.545_12.473_NA","cluster1"
"X88475_704.545_11.787_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate","cluster1"
"X90222_704.545_12.259_NA;DG(20:4_18:0)","cluster1"
"X75504_231.138_9.829_NA","cluster1"
"X50020_394.222_6.518_NA","cluster1"
"X56510_366.19_7.162_NA","cluster1"
"X82755_286.31_10.624_NA","cluster1"
"X84126_427.389_10.786_NA","cluster1"
"X87582_504.389_11.396_NA","cluster1"
"X90657_504.389_12.495_NA","cluster1"
"X44675_239.128_5.973_NA","cluster1"
"X47306_360.253_6.057_NA","cluster1"
"X72742_302.178_9.512_NA","cluster1"
"X75427_316.193_9.806_NA","cluster1"
"X57409_390.227_7.405_NA","cluster1"
"X79089_574.324_10.213_NA;DAG (16:0/16:0)","cluster1"
"X49346_594.854_6.513_NA","cluster1"
"X49878_596.851_6.501_NA","cluster1"
"X52709_412.962_6.822_NA","cluster1"
"X52776_410.965_6.827_NA","cluster1"
"X52601_414.959_6.808_NA","cluster1"
"X54646_412.962_7.057_NA","cluster1"
"X16422_325.175_3.478_NA","cluster1"
"X61958_181.122_7.984_NA","cluster1"
"X44075_340.175_5.884_NA","cluster1"
"X29456_407.132_4.638_NA","cluster1"
"X47370_468.222_6.238_NA","cluster1"
"X53596_375.179_6.927_NA","cluster1"
"X71820_253.143_9.404_NA","cluster1"
"X77997_323.185_10.063_NA","cluster1"
"X75888_209.153_9.826_NA","cluster1"
"X69468_211.169_9.108_NA","cluster1"
"X77482_358.222_10.034_NA","cluster1"
"X78821_267.122_10.174_NA","cluster1"
"X78799_340.212_10.167_NA","cluster1"
"X71184_235.133_9.382_NA","cluster1"
"X70203_245.13_9.21_NA","cluster1"
"X67897_219.138_8.779_NA;1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one","cluster1"
"X67266_181.086_8.757_NA","cluster1"
"X70263_209.153_9.212_NA","cluster1"
"X80851_231.114_10.4_NA","cluster1"
"X64780_195.138_8.455_NA","cluster1"
"X77849_324.188_10.074_NA","cluster1"
"X81752_265.179_10.517_NA","cluster1"
"X89572_762.196_12.055_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate","cluster1"
"X90397_1347.88_12.329_NA","cluster1"
"X90012_1345.935_12.173_NA","cluster1"
"X77867_435.329_10.072_NA","cluster1"
"X76712_179.143_9.948_NA","cluster1"
"X58464_422.244_7.546_NA","cluster1"
"X63723_422.244_8.227_NA","cluster1"
"X1595_220.133_0.657_NA","cluster1"
"X1915_250.128_0.907_NA;Spectral Match to N-Acetyl-D-glucosamine from NIST14","cluster1"
"X47383_440.227_6.136_NA","cluster1"
"X69980_239.047_9.177_NA","cluster1"
"X3856_218.102_1.819_NA;N-ACETYL-MANNOSAMINE","cluster1"
"X2901_242.1_1.38_NA","cluster1"
"X2957_188.092_1.401_NA","cluster1"
